Date,kNDVI,NIRv,Tropomi_SIF,,,,,,,,,
6/5/12,,,,,,,,,,,,
6/6/12,,,,,,,,,,,,
6/7/12,,,,,,,,,,,,
6/8/12,,,,,,,,,,,,
6/9/12,,,,,,,,,,,,
6/10/12,0.87,0.211,,,,,,,,,,
6/11/12,,,,,,,,,,,,
6/12/12,,,,,,,,,,,,
6/13/12,,,,,,,,,,,,
6/14/12,0.527,0.142,,,,,,,,,,
6/15/12,0.854,0.224,,,,,,,,,,
6/16/12,0.564,0.162,,,,,,,,,,
6/17/12,,,,,,,,,,,,
6/18/12,,,,,,,,,,,,
6/19/12,,,,,,,,,,,,
6/20/12,0.652,0.179,,,,,,,,,,
6/21/12,0.81,0.207,,,,,,,,,,
6/22/12,,,,,,,,,,,,
6/23/12,,,,,,,,,,,,
6/24/12,,,,,,,,,,,,
6/25/12,,,,,,,,,,,,
6/26/12,,,,,,,,,,,,
6/27/12,0.635,0.169,,,,,,,,,,
6/28/12,,,,,,,,,,,,
6/29/12,,,,,,,,,,,,
6/30/12,,,,,,,,,,,,
7/1/12,,,,,,,,,,,,
7/2/12,,,,,,,,,,,,
7/3/12,,,,,,,,,,,,
7/4/12,0.617,0.168,,,,,,,,,,
7/5/12,0.935,0.256,,,,,,,,,,
7/6/12,0.808,0.218,,,,,,,,,,
7/7/12,0.894,0.24,,,,,,,,,,
7/8/12,0.798,0.21,,,,,,,,,,
7/9/12,0.592,0.167,,,,,,,,,,
7/10/12,0.983,0.312,,,,,,,,,,
7/11/12,0.694,0.188,,,,,,,,,,
7/12/12,,,,,,,,,,,,
7/13/12,0.615,0.171,,,,,,,,,,
7/14/12,,,,,,,,,,,,
7/15/12,,,,,,,,,,,,
7/16/12,0.627,0.143,,,,,,,,,,
7/17/12,,,,,,,,,,,,
7/18/12,,,,,,,,,,,,
7/19/12,,,,,,,,,,,,
7/20/12,,,,,,,,,,,,
7/21/12,,,,,,,,,,,,
7/22/12,,,,,,,,,,,,
7/23/12,,,,,,,,,,,,
7/24/12,0.771,0.205,,,,,,,,,,
7/25/12,0.625,0.173,,,,,,,,,,
7/26/12,0.944,0.274,,,,,,,,,,
7/27/12,,,,,,,,,,,,
7/28/12,,,,,,,,,,,,
7/29/12,,,,,,,,,,,,
7/30/12,,,,,,,,,,,,
7/31/12,0.719,0.194,,,,,,,,,,
8/1/12,,,,,,,,,,,,
8/2/12,,,,,,,,,,,,
8/3/12,0.604,0.169,,,,,,,,,,
8/4/12,0.861,0.23,,,,,,,,,,
8/5/12,0.775,0.204,,,,,,,,,,
8/6/12,0.875,0.23,,,,,,,,,,
8/7/12,0.785,0.216,,,,,,,,,,
8/8/12,,,,,,,,,,,,
8/9/12,,,,,,,,,,,,
8/10/12,0.515,0.144,,,,,,,,,,
8/11/12,0.898,0.245,,,,,,,,,,
8/12/12,0.623,0.172,,,,,,,,,,
8/13/12,0.874,0.232,,,,,,,,,,
8/14/12,0.549,0.16,,,,,,,,,,
8/15/12,0.829,0.217,,,,,,,,,,
8/16/12,0.764,0.205,,,,,,,,,,
8/17/12,0.568,0.162,,,,,,,,,,
8/18/12,,,,,,,,,,,,
8/19/12,,,,,,,,,,,,
8/20/12,,,,,,,,,,,,
8/21/12,,,,,,,,,,,,
8/22/12,,,,,,,,,,,,
8/23/12,,,,,,,,,,,,
8/24/12,0.805,0.205,,,,,,,,,,
8/25/12,0.735,0.196,,,,,,,,,,
8/26/12,,,,,,,,,,,,
8/27/12,,,,,,,,,,,,
8/28/12,,,,,,,,,,,,
8/29/12,,,,,,,,,,,,
8/30/12,0.526,0.154,,,,,,,,,,
8/31/12,0.778,0.207,,,,,,,,,,
9/1/12,,,,,,,,,,,,
9/2/12,0.54,0.159,,,,,,,,,,
9/3/12,0.763,0.204,,,,,,,,,,
9/4/12,0.504,0.15,,,,,,,,,,
9/5/12,0.693,0.177,,,,,,,,,,
9/6/12,0.602,0.167,,,,,,,,,,
9/7/12,0.815,0.203,,,,,,,,,,
9/8/12,0.51,0.149,,,,,,,,,,
9/9/12,,,,,,,,,,,,
9/10/12,,,,,,,,,,,,
9/11/12,0.525,0.152,,,,,,,,,,
9/12/12,0.776,0.204,,,,,,,,,,
9/13/12,,,,,,,,,,,,
9/14/12,0.838,0.211,,,,,,,,,,
9/15/12,,,,,,,,,,,,
9/16/12,0.747,0.19,,,,,,,,,,
9/17/12,0.695,0.182,,,,,,,,,,
9/18/12,0.524,0.149,,,,,,,,,,
9/19/12,0.788,0.204,,,,,,,,,,
9/20/12,,,,,,,,,,,,
9/21/12,,,,,,,,,,,,
9/22/12,0.607,0.119,,,,,,,,,,
9/23/12,,,,,,,,,,,,
9/24/12,,,,,,,,,,,,
9/25/12,,,,,,,,,,,,
9/26/12,0.647,0.172,,,,,,,,,,
9/27/12,,,,,,,,,,,,
9/28/12,,,,,,,,,,,,
9/29/12,,,,,,,,,,,,
9/30/12,0.727,0.188,,,,,,,,,,
10/1/12,0.398,0.126,,,,,,,,,,
10/2/12,,,,,,,,,,,,
10/3/12,0.426,0.132,,,,,,,,,,
10/4/12,0.494,0.146,,,,,,,,,,
10/5/12,0.551,0.156,,,,,,,,,,
10/6/12,0.469,0.139,,,,,,,,,,
10/7/12,0.657,0.171,,,,,,,,,,
10/8/12,0.457,0.137,,,,,,,,,,
10/9/12,0.651,0.167,,,,,,,,,,
10/10/12,0.528,0.146,,,,,,,,,,
10/11/12,0.715,0.178,,,,,,,,,,
10/12/12,,,,,,,,,,,,
10/13/12,,,,,,,,,,,,
10/14/12,,,,,,,,,,,,
10/15/12,,,,,,,,,,,,
10/16/12,0.136,0.072,,,,,,,,,,
10/17/12,0.381,0.125,,,,,,,,,,
10/18/12,0.676,0.169,,,,,,,,,,
10/19/12,,,,,,,,,,,,
10/20/12,,,,,,,,,,,,
10/21/12,,,,,,,,,,,,
10/22/12,,,,,,,,,,,,
10/23/12,,,,,,,,,,,,
10/24/12,,,,,,,,,,,,
10/25/12,,,,,,,,,,,,
10/26/12,,,,,,,,,,,,
10/27/12,,,,,,,,,,,,
10/28/12,,,,,,,,,,,,
10/29/12,,,,,,,,,,,,
10/30/12,,,,,,,,,,,,
10/31/12,,,,,,,,,,,,
11/1/12,,,,,,,,,,,,
11/2/12,,,,,,,,,,,,
11/3/12,,,,,,,,,,,,
11/4/12,,,,,,,,,,,,
11/5/12,,,,,,,,,,,,
11/6/12,,,,,,,,,,,,
11/7/12,,,,,,,,,,,,
11/8/12,,,,,,,,,,,,
11/9/12,,,,,,,,,,,,
11/10/12,,,,,,,,,,,,
11/11/12,,,,,,,,,,,,
11/12/12,,,,,,,,,,,,
11/13/12,,,,,,,,,,,,
11/14/12,,,,,,,,,,,,
11/15/12,0.393,0.129,,,,,,,,,,
11/16/12,,,,,,,,,,,,
11/17/12,,,,,,,,,,,,
11/18/12,,,,,,,,,,,,
11/19/12,,,,,,,,,,,,
11/20/12,,,,,,,,,,,,
11/21/12,,,,,,,,,,,,
11/22/12,,,,,,,,,,,,
11/23/12,,,,,,,,,,,,
11/24/12,,,,,,,,,,,,
11/25/12,,,,,,,,,,,,
11/26/12,0.461,0.13,,,,,,,,,,
11/27/12,,,,,,,,,,,,
11/28/12,,,,,,,,,,,,
11/29/12,,,,,,,,,,,,
11/30/12,,,,,,,,,,,,
12/1/12,,,,,,,,,,,,
12/2/12,,,,,,,,,,,,
12/3/12,,,,,,,,,,,,
12/4/12,,,,,,,,,,,,
12/5/12,,,,,,,,,,,,
12/6/12,,,,,,,,,,,,
12/7/12,,,,,,,,,,,,
12/8/12,,,,,,,,,,,,
12/9/12,,,,,,,,,,,,
12/10/12,,,,,,,,,,,,
12/11/12,,,,,,,,,,,,
12/12/12,,,,,,,,,,,,
12/13/12,0.173,0.093,,,,,,,,,,
12/14/12,,,,,,,,,,,,
12/15/12,,,,,,,,,,,,
12/16/12,,,,,,,,,,,,
12/17/12,,,,,,,,,,,,
12/18/12,,,,,,,,,,,,
12/19/12,,,,,,,,,,,,
12/20/12,,,,,,,,,,,,
12/21/12,,,,,,,,,,,,
12/22/12,,,,,,,,,,,,
12/23/12,,,,,,,,,,,,
12/24/12,,,,,,,,,,,,
12/25/12,,,,,,,,,,,,
12/26/12,,,,,,,,,,,,
12/27/12,,,,,,,,,,,,
12/28/12,,,,,,,,,,,,
12/29/12,,,,,,,,,,,,
12/30/12,,,,,,,,,,,,
12/31/12,,,,,,,,,,,,
1/1/13,0.443,0.136,,,,,,,,,,
1/2/13,0.453,0.137,,,,,,,,,,
1/3/13,0.378,0.129,,,,,,,,,,
1/4/13,0.591,0.173,,,,,,,,,,
1/5/13,,,,,,,,,,,,
1/6/13,,,,,,,,,,,,
1/7/13,,,,,,,,,,,,
1/8/13,,,,,,,,,,,,
1/9/13,,,,,,,,,,,,
1/10/13,,,,,,,,,,,,
1/11/13,,,,,,,,,,,,
1/12/13,0.18,0.069,,,,,,,,,,
1/13/13,,,,,,,,,,,,
1/14/13,,,,,,,,,,,,
1/15/13,,,,,,,,,,,,
1/16/13,,,,,,,,,,,,
1/17/13,0.416,0.14,,,,,,,,,,
1/18/13,0.377,0.119,,,,,,,,,,
1/19/13,0.306,0.115,,,,,,,,,,
1/20/13,0.483,0.143,,,,,,,,,,
1/21/13,0.302,0.114,,,,,,,,,,
1/22/13,,,,,,,,,,,,
1/23/13,,,,,,,,,,,,
1/24/13,,,,,,,,,,,,
1/25/13,,,,,,,,,,,,
1/26/13,,,,,,,,,,,,
1/27/13,,,,,,,,,,,,
1/28/13,,,,,,,,,,,,
1/29/13,,,,,,,,,,,,
1/30/13,,,,,,,,,,,,
1/31/13,,,,,,,,,,,,
2/1/13,,,,,,,,,,,,
2/2/13,,,,,,,,,,,,
2/3/13,,,,,,,,,,,,
2/4/13,,,,,,,,,,,,
2/5/13,,,,,,,,,,,,
2/6/13,,,,,,,,,,,,
2/7/13,,,,,,,,,,,,
2/8/13,0.134,0.075,,,,,,,,,,
2/9/13,,,,,,,,,,,,
2/10/13,,,,,,,,,,,,
2/11/13,,,,,,,,,,,,
2/12/13,,,,,,,,,,,,
2/13/13,,,,,,,,,,,,
2/14/13,,,,,,,,,,,,
2/15/13,0.329,0.107,,,,,,,,,,
2/16/13,,,,,,,,,,,,
2/17/13,,,,,,,,,,,,
2/18/13,,,,,,,,,,,,
2/19/13,0.419,0.12,,,,,,,,,,
2/20/13,,,,,,,,,,,,
2/21/13,,,,,,,,,,,,
2/22/13,,,,,,,,,,,,
2/23/13,,,,,,,,,,,,
2/24/13,,,,,,,,,,,,
2/25/13,,,,,,,,,,,,
2/26/13,,,,,,,,,,,,
2/27/13,,,,,,,,,,,,
2/28/13,,,,,,,,,,,,
3/1/13,,,,,,,,,,,,
3/2/13,,,,,,,,,,,,
3/3/13,0.359,0.121,,,,,,,,,,
3/4/13,0.613,0.154,,,,,,,,,,
3/5/13,,,,,,,,,,,,
3/6/13,,,,,,,,,,,,
3/7/13,0.436,0.12,,,,,,,,,,
3/8/13,0.291,0.1,,,,,,,,,,
3/9/13,,,,,,,,,,,,
3/10/13,,,,,,,,,,,,
3/11/13,,,,,,,,,,,,
3/12/13,,,,,,,,,,,,
3/13/13,,,,,,,,,,,,
3/14/13,,,,,,,,,,,,
3/15/13,,,,,,,,,,,,
3/16/13,,,,,,,,,,,,
3/17/13,,,,,,,,,,,,
3/18/13,,,,,,,,,,,,
3/19/13,,,,,,,,,,,,
3/20/13,,,,,,,,,,,,
3/21/13,,,,,,,,,,,,
3/22/13,,,,,,,,,,,,
3/23/13,,,,,,,,,,,,
3/24/13,,,,,,,,,,,,
3/25/13,0.513,0.133,,,,,,,,,,
3/26/13,,,,,,,,,,,,
3/27/13,,,,,,,,,,,,
3/28/13,,,,,,,,,,,,
3/29/13,0.279,0.066,,,,,,,,,,
3/30/13,0.417,0.123,,,,,,,,,,
3/31/13,0.267,0.094,,,,,,,,,,
4/1/13,,,,,,,,,,,,
4/2/13,,,,,,,,,,,,
4/3/13,,,,,,,,,,,,
4/4/13,,,,,,,,,,,,
4/5/13,,,,,,,,,,,,
4/6/13,,,,,,,,,,,,
4/7/13,,,,,,,,,,,,
4/8/13,,,,,,,,,,,,
4/9/13,,,,,,,,,,,,
4/10/13,,,,,,,,,,,,
4/11/13,,,,,,,,,,,,
4/12/13,,,,,,,,,,,,
4/13/13,,,,,,,,,,,,
4/14/13,,,,,,,,,,,,
4/15/13,,,,,,,,,,,,
4/16/13,,,,,,,,,,,,
4/17/13,,,,,,,,,,,,
4/18/13,,,,,,,,,,,,
4/19/13,,,,,,,,,,,,
4/20/13,,,,,,,,,,,,
4/21/13,,,,,,,,,,,,
4/22/13,0.353,0.111,,,,,,,,,,
4/23/13,0.339,0.111,,,,,,,,,,
4/24/13,0.531,0.143,,,,,,,,,,
4/25/13,0.337,0.097,,,,,,,,,,
4/26/13,0.573,0.148,,,,,,,,,,
4/27/13,,,,,,,,,,,,
4/28/13,,,,,,,,,,,,
4/29/13,,,,,,,,,,,,
4/30/13,,,,,,,,,,,,
5/1/13,0.549,0.146,,,,,,,,,,
5/2/13,0.355,0.117,,,,,,,,,,
5/3/13,0.553,0.144,,,,,,,,,,
5/4/13,0.351,0.114,,,,,,,,,,
5/5/13,0.616,0.154,,,,,,,,,,
5/6/13,0.455,0.127,,,,,,,,,,
5/7/13,0.63,0.16,,,,,,,,,,
5/8/13,,,,,,,,,,,,
5/9/13,0.437,0.134,,,,,,,,,,
5/10/13,0.639,0.162,,,,,,,,,,
5/11/13,,,,,,,,,,,,
5/12/13,,,,,,,,,,,,
5/13/13,,,,,,,,,,,,
5/14/13,,,,,,,,,,,,
5/15/13,,,,,,,,,,,,
5/16/13,,,,,,,,,,,,
5/17/13,,,,,,,,,,,,
5/18/13,,,,,,,,,,,,
5/19/13,,,,,,,,,,,,
5/20/13,0.451,0.134,,,,,,,,,,
5/21/13,,,,,,,,,,,,
5/22/13,,,,,,,,,,,,
5/23/13,,,,,,,,,,,,
5/24/13,,,,,,,,,,,,
5/25/13,,,,,,,,,,,,
5/26/13,,,,,,,,,,,,
5/27/13,,,,,,,,,,,,
5/28/13,,,,,,,,,,,,
5/29/13,,,,,,,,,,,,
5/30/13,,,,,,,,,,,,
5/31/13,0.13,0.05,,,,,,,,,,
6/1/13,0.465,0.124,,,,,,,,,,
6/2/13,,,,,,,,,,,,
6/3/13,,,,,,,,,,,,
6/4/13,0.784,0.197,,,,,,,,,,
6/5/13,0.569,0.151,,,,,,,,,,
6/6/13,0.877,0.23,,,,,,,,,,
6/7/13,,,,,,,,,,,,
6/8/13,0.827,0.216,,,,,,,,,,
6/9/13,,,,,,,,,,,,
6/10/13,,,,,,,,,,,,
6/11/13,,,,,,,,,,,,
6/12/13,,,,,,,,,,,,
6/13/13,,,,,,,,,,,,
6/14/13,,,,,,,,,,,,
6/15/13,0.853,0.216,,,,,,,,,,
6/16/13,,,,,,,,,,,,
6/17/13,,,,,,,,,,,,
6/18/13,,,,,,,,,,,,
6/19/13,,,,,,,,,,,,
6/20/13,,,,,,,,,,,,
6/21/13,,,,,,,,,,,,
6/22/13,0.785,0.187,,,,,,,,,,
6/23/13,,,,,,,,,,,,
6/24/13,,,,,,,,,,,,
6/25/13,,,,,,,,,,,,
6/26/13,,,,,,,,,,,,
6/27/13,,,,,,,,,,,,
6/28/13,0.574,0.164,,,,,,,,,,
6/29/13,0.96,0.286,,,,,,,,,,
6/30/13,0.679,0.187,,,,,,,,,,
7/1/13,0.898,0.244,,,,,,,,,,
7/2/13,0.895,0.249,,,,,,,,,,
7/3/13,0.584,0.17,,,,,,,,,,
7/4/13,,,,,,,,,,,,
7/5/13,,,,,,,,,,,,
7/6/13,,,,,,,,,,,,
7/7/13,,,,,,,,,,,,
7/8/13,0.955,0.28,,,,,,,,,,
7/9/13,0.731,0.197,,,,,,,,,,
7/10/13,0.914,0.253,,,,,,,,,,
7/11/13,0.805,0.215,,,,,,,,,,
7/12/13,,,,,,,,,,,,
7/13/13,0.882,0.235,,,,,,,,,,
7/14/13,0.671,0.185,,,,,,,,,,
7/15/13,0.967,0.292,,,,,,,,,,
7/16/13,,,,,,,,,,,,
7/17/13,,,,,,,,,,,,
7/18/13,0.961,0.287,,,,,,,,,,
7/19/13,0.671,0.184,,,,,,,,,,
7/20/13,,,,,,,,,,,,
7/21/13,0.607,0.176,,,,,,,,,,
7/22/13,,,,,,,,,,,,
7/23/13,0.682,0.181,,,,,,,,,,
7/24/13,0.923,0.258,,,,,,,,,,
7/25/13,0.621,0.173,,,,,,,,,,
7/26/13,0.562,0.163,,,,,,,,,,
7/27/13,0.746,0.197,,,,,,,,,,
7/28/13,,,,,,,,,,,,
7/29/13,0.887,0.233,,,,,,,,,,
7/30/13,0.505,0.146,,,,,,,,,,
7/31/13,,,,,,,,,,,,
8/1/13,,,,,,,,,,,,
8/2/13,,,,,,,,,,,,
8/3/13,0.495,0.128,,,,,,,,,,
8/4/13,0.576,0.166,,,,,,,,,,
8/5/13,0.772,0.198,,,,,,,,,,
8/6/13,0.576,0.162,,,,,,,,,,
8/7/13,0.771,0.193,,,,,,,,,,
8/8/13,,,,,,,,,,,,
8/9/13,,,,,,,,,,,,
8/10/13,,,,,,,,,,,,
8/11/13,,,,,,,,,,,,
8/12/13,,,,,,,,,,,,
8/13/13,0.522,0.149,,,,,,,,,,
8/14/13,,,,,,,,,,,,
8/15/13,,,,,,,,,,,,
8/16/13,,,,,,,,,,,,
8/17/13,,,,,,,,,,,,
8/18/13,0.865,0.22,,,,,,,,,,
8/19/13,0.437,0.119,,,,,,,,,,
8/20/13,0.557,0.156,,,,,,,,,,
8/21/13,,,,,,,,,,,,
8/22/13,,,,,,,,,,,,
8/23/13,,,,,,,,,,,,
8/24/13,,,,,,,,,,,,
8/25/13,,,,,,,,,,,,
8/26/13,,,,,,,,,,,,
8/27/13,,,,,,,,,,,,
8/28/13,,,,,,,,,,,,
8/29/13,,,,,,,,,,,,
8/30/13,,,,,,,,,,,,
8/31/13,0.418,0.127,,,,,,,,,,
9/1/13,0.775,0.197,,,,,,,,,,
9/2/13,0.183,0.08,,,,,,,,,,
9/3/13,,,,,,,,,,,,
9/4/13,,,,,,,,,,,,
9/5/13,,,,,,,,,,,,
9/6/13,,,,,,,,,,,,
9/7/13,0.465,0.138,,,,,,,,,,
9/8/13,0.526,0.136,,,,,,,,,,
9/9/13,0.397,0.121,,,,,,,,,,
9/10/13,0.732,0.182,,,,,,,,,,
9/11/13,0.335,0.103,,,,,,,,,,
9/12/13,0.722,0.182,,,,,,,,,,
9/13/13,,,,,,,,,,,,
9/14/13,0.46,0.14,,,,,,,,,,
9/15/13,,,,,,,,,,,,
9/16/13,,,,,,,,,,,,
9/17/13,,,,,,,,,,,,
9/18/13,,,,,,,,,,,,
9/19/13,,,,,,,,,,,,
9/20/13,,,,,,,,,,,,
9/21/13,,,,,,,,,,,,
9/22/13,,,,,,,,,,,,
9/23/13,,,,,,,,,,,,
9/24/13,,,,,,,,,,,,
9/25/13,,,,,,,,,,,,
9/26/13,,,,,,,,,,,,
9/27/13,,,,,,,,,,,,
9/28/13,,,,,,,,,,,,
9/29/13,,,,,,,,,,,,
9/30/13,,,,,,,,,,,,
10/1/13,,,,,,,,,,,,
10/2/13,,,,,,,,,,,,
10/3/13,,,,,,,,,,,,
10/4/13,0.265,0.095,,,,,,,,,,
10/5/13,0.507,0.14,,,,,,,,,,
10/6/13,0.265,0.093,,,,,,,,,,
10/7/13,,,,,,,,,,,,
10/8/13,,,,,,,,,,,,
10/9/13,,,,,,,,,,,,
10/10/13,,,,,,,,,,,,
10/11/13,,,,,,,,,,,,
10/12/13,,,,,,,,,,,,
10/13/13,0.237,0.087,,,,,,,,,,
10/14/13,0.573,0.15,,,,,,,,,,
10/15/13,0.298,0.094,,,,,,,,,,
10/16/13,0.348,0.112,,,,,,,,,,
10/17/13,0.325,0.106,,,,,,,,,,
10/18/13,0.277,0.096,,,,,,,,,,
10/19/13,0.421,0.121,,,,,,,,,,
10/20/13,0.279,0.104,,,,,,,,,,
10/21/13,0.519,0.138,,,,,,,,,,
10/22/13,0.225,0.085,,,,,,,,,,
10/23/13,0.327,0.107,,,,,,,,,,
10/24/13,0.258,0.086,,,,,,,,,,
10/25/13,,,,,,,,,,,,
10/26/13,,,,,,,,,,,,
10/27/13,,,,,,,,,,,,
10/28/13,0.395,0.118,,,,,,,,,,
10/29/13,0.193,0.077,,,,,,,,,,
10/30/13,0.544,0.145,,,,,,,,,,
10/31/13,,,,,,,,,,,,
11/1/13,0.347,0.123,,,,,,,,,,
11/2/13,,,,,,,,,,,,
11/3/13,,,,,,,,,,,,
11/4/13,,,,,,,,,,,,
11/5/13,,,,,,,,,,,,
11/6/13,,,,,,,,,,,,
11/7/13,,,,,,,,,,,,
11/8/13,,,,,,,,,,,,
11/9/13,,,,,,,,,,,,
11/10/13,,,,,,,,,,,,
11/11/13,,,,,,,,,,,,
11/12/13,,,,,,,,,,,,
11/13/13,,,,,,,,,,,,
11/14/13,,,,,,,,,,,,
11/15/13,,,,,,,,,,,,
11/16/13,,,,,,,,,,,,
11/17/13,,,,,,,,,,,,
11/18/13,,,,,,,,,,,,
11/19/13,,,,,,,,,,,,
11/20/13,0.337,0.107,,,,,,,,,,
11/21/13,0.181,0.079,,,,,,,,,,
11/22/13,0.392,0.119,,,,,,,,,,
11/23/13,,,,,,,,,,,,
11/24/13,0.411,0.143,,,,,,,,,,
11/25/13,0.167,0.07,,,,,,,,,,
11/26/13,,,,,,,,,,,,
11/27/13,,,,,,,,,,,,
11/28/13,0.248,0.095,,,,,,,,,,
11/29/13,,,,,,,,,,,,
11/30/13,,,,,,,,,,,,
12/1/13,,,,,,,,,,,,
12/2/13,,,,,,,,,,,,
12/3/13,0.326,0.119,,,,,,,,,,
12/4/13,0.201,0.081,,,,,,,,,,
12/5/13,,,,,,,,,,,,
12/6/13,,,,,,,,,,,,
12/7/13,0.256,0.093,,,,,,,,,,
12/8/13,,,,,,,,,,,,
12/9/13,,,,,,,,,,,,
12/10/13,,,,,,,,,,,,
12/11/13,,,,,,,,,,,,
12/12/13,,,,,,,,,,,,
12/13/13,,,,,,,,,,,,
12/14/13,,,,,,,,,,,,
12/15/13,,,,,,,,,,,,
12/16/13,,,,,,,,,,,,
12/17/13,,,,,,,,,,,,
12/18/13,,,,,,,,,,,,
12/19/13,,,,,,,,,,,,
12/20/13,,,,,,,,,,,,
12/21/13,,,,,,,,,,,,
12/22/13,,,,,,,,,,,,
12/23/13,,,,,,,,,,,,
12/24/13,0.39,0.115,,,,,,,,,,
12/25/13,,,,,,,,,,,,
12/26/13,,,,,,,,,,,,
12/27/13,,,,,,,,,,,,
12/28/13,,,,,,,,,,,,
12/29/13,0.178,0.064,,,,,,,,,,
12/30/13,,,,,,,,,,,,
12/31/13,,,,,,,,,,,,
1/1/14,,,,,,,,,,,,
1/2/14,,,,,,,,,,,,
1/3/14,,,,,,,,,,,,
1/4/14,0.282,0.14,,,,,,,,,,
1/5/14,0.156,0.082,,,,,,,,,,
1/6/14,0.19,0.086,,,,,,,,,,
1/7/14,,,,,,,,,,,,
1/8/14,,,,,,,,,,,,
1/9/14,,,,,,,,,,,,
1/10/14,,,,,,,,,,,,
1/11/14,,,,,,,,,,,,
1/12/14,,,,,,,,,,,,
1/13/14,,,,,,,,,,,,
1/14/14,,,,,,,,,,,,
1/15/14,0.186,0.089,,,,,,,,,,
1/16/14,,,,,,,,,,,,
1/17/14,0.069,0.053,,,,,,,,,,
1/18/14,,,,,,,,,,,,
1/19/14,,,,,,,,,,,,
1/20/14,0.243,0.118,,,,,,,,,,
1/21/14,0.154,0.075,,,,,,,,,,
1/22/14,,,,,,,,,,,,
1/23/14,0.288,0.114,,,,,,,,,,
1/24/14,0.177,0.093,,,,,,,,,,
1/25/14,0.34,0.124,,,,,,,,,,
1/26/14,0.113,0.067,,,,,,,,,,
1/27/14,,,,,,,,,,,,
1/28/14,,,,,,,,,,,,
1/29/14,,,,,,,,,,,,
1/30/14,,,,,,,,,,,,
1/31/14,,,,,,,,,,,,
2/1/14,,,,,,,,,,,,
2/2/14,0.157,0.082,,,,,,,,,,
2/3/14,,,,,,,,,,,,
2/4/14,,,,,,,,,,,,
2/5/14,0.274,0.097,,,,,,,,,,
2/6/14,,,,,,,,,,,,
2/7/14,,,,,,,,,,,,
2/8/14,,,,,,,,,,,,
2/9/14,,,,,,,,,,,,
2/10/14,,,,,,,,,,,,
2/11/14,,,,,,,,,,,,
2/12/14,,,,,,,,,,,,
2/13/14,,,,,,,,,,,,
2/14/14,,,,,,,,,,,,
2/15/14,,,,,,,,,,,,
2/16/14,,,,,,,,,,,,
2/17/14,,,,,,,,,,,,
2/18/14,,,,,,,,,,,,
2/19/14,,,,,,,,,,,,
2/20/14,,,,,,,,,,,,
2/21/14,,,,,,,,,,,,
2/22/14,,,,,,,,,,,,
2/23/14,,,,,,,,,,,,
2/24/14,,,,,,,,,,,,
2/25/14,,,,,,,,,,,,
2/26/14,,,,,,,,,,,,
2/27/14,,,,,,,,,,,,
2/28/14,,,,,,,,,,,,
3/1/14,,,,,,,,,,,,
3/2/14,,,,,,,,,,,,
3/3/14,,,,,,,,,,,,
3/4/14,,,,,,,,,,,,
3/5/14,,,,,,,,,,,,
3/6/14,,,,,,,,,,,,
3/7/14,,,,,,,,,,,,
3/8/14,,,,,,,,,,,,
3/9/14,,,,,,,,,,,,
3/10/14,,,,,,,,,,,,
3/11/14,0.165,0.086,,,,,,,,,,
3/12/14,0.295,0.112,,,,,,,,,,
3/13/14,,,,,,,,,,,,
3/14/14,,,,,,,,,,,,
3/15/14,,,,,,,,,,,,
3/16/14,,,,,,,,,,,,
3/17/14,,,,,,,,,,,,
3/18/14,,,,,,,,,,,,
3/19/14,,,,,,,,,,,,
3/20/14,,,,,,,,,,,,
3/21/14,0.335,0.115,,,,,,,,,,
3/22/14,0.146,0.075,,,,,,,,,,
3/23/14,0.436,0.142,,,,,,,,,,
3/24/14,,,,,,,,,,,,
3/25/14,,,,,,,,,,,,
3/26/14,,,,,,,,,,,,
3/27/14,,,,,,,,,,,,
3/28/14,,,,,,,,,,,,
3/29/14,,,,,,,,,,,,
3/30/14,,,,,,,,,,,,
3/31/14,,,,,,,,,,,,
4/1/14,,,,,,,,,,,,
4/2/14,,,,,,,,,,,,
4/3/14,,,,,,,,,,,,
4/4/14,,,,,,,,,,,,
4/5/14,,,,,,,,,,,,
4/6/14,,,,,,,,,,,,
4/7/14,0.204,0.087,,,,,,,,,,
4/8/14,0.393,0.128,,,,,,,,,,
4/9/14,0.253,0.094,,,,,,,,,,
4/10/14,0.188,0.088,,,,,,,,,,
4/11/14,0.266,0.098,,,,,,,,,,
4/12/14,,,,,,,,,,,,
4/13/14,0.294,0.106,,,,,,,,,,
4/14/14,,,,,,,,,,,,
4/15/14,,,,,,,,,,,,
4/16/14,,,,,,,,,,,,
4/17/14,,,,,,,,,,,,
4/18/14,,,,,,,,,,,,
4/19/14,,,,,,,,,,,,
4/20/14,,,,,,,,,,,,
4/21/14,,,,,,,,,,,,
4/22/14,,,,,,,,,,,,
4/23/14,,,,,,,,,,,,
4/24/14,,,,,,,,,,,,
4/25/14,,,,,,,,,,,,
4/26/14,,,,,,,,,,,,
4/27/14,,,,,,,,,,,,
4/28/14,,,,,,,,,,,,
4/29/14,0.307,0.103,,,,,,,,,,
4/30/14,0.202,0.088,,,,,,,,,,
5/1/14,,,,,,,,,,,,
5/2/14,0.289,0.104,,,,,,,,,,
5/3/14,,,,,,,,,,,,
5/4/14,,,,,,,,,,,,
5/5/14,,,,,,,,,,,,
5/6/14,,,,,,,,,,,,
5/7/14,0.249,0.089,,,,,,,,,,
5/8/14,,,,,,,,,,,,
5/9/14,,,,,,,,,,,,
